id,x,y,cluster_id
26,54.901466369628906,-13.393087387084961,5
12,18.849567413330078,-42.98362731933594,5
87,11.904091835021973,-37.70477294921875,5
23,55.01454544067383,-13.421805381774902,5
38,55.826663970947266,-12.738064765930176,5
5,-22.288715362548828,10.1776123046875,0
6,54.8596305847168,-13.556845664978027,5
121,12.901864051818848,-42.18285369873047,5
4,-16.280105590820312,-47.29450607299805,5
139,32.690311431884766,-14.620556831359863,5
61,12.874567031860352,-37.793087005615234,5
194,56.06743240356445,-32.01020812988281,6
312,56.230838775634766,-17.797239303588867,5
131,14.120382308959961,-41.313987731933594,5
210,18.018117904663086,-41.48738098144531,5
15,17.401832580566406,-42.049015045166016,5
187,12.416556358337402,-42.12615203857422,5
53,13.774654388427734,-41.56753921508789,5
9,27.190126419067383,6.968939304351807,7
36,31.62464141845703,-13.238515853881836,5
208,18.022153854370117,-41.096221923828125,5
105,17.021333694458008,-23.737934112548828,7
11,54.3282356262207,-12.14286994934082,7
220,12.236380577087402,-41.03860855102539,5
62,54.61239242553711,-19.436166763305664,5
3272,25.24516487121582,45.248252868652344,6
86,44.23179244995117,30.192033767700195,3
81,12.475601196289062,-42.378665924072266,5
378,54.65480041503906,-14.169632911682129,5
106,11.90548038482666,-41.15414047241211,5
343,13.84083080291748,-40.709251403808594,5
94,57.91947937011719,-9.842609405517578,5
425,57.10554122924805,-20.285411834716797,5
166,32.04328155517578,-13.247775077819824,5
58,42.76171875,13.209219932556152,7
389,15.15206527709961,-28.740087509155273,5
1281,17.780132293701172,-30.0031681060791,5
737,56.80641555786133,-18.24650001525879,5
68,16.98996925354004,-33.566001892089844,7
22,51.76931381225586,-24.01078987121582,5
63,54.06737518310547,-22.915790557861328,5
202,12.991846084594727,-38.92420959472656,5
216,14.760626792907715,-38.44132614135742,5
299,18.11807632446289,-41.16778564453125,5
112,56.063961029052734,-17.445096969604492,5
326,32.332427978515625,-13.692092895507812,7
176,57.36648178100586,-17.98406219482422,5
78,17.673234939575195,-42.59587478637695,5
239,17.83050537109375,-41.60508728027344,5
376,26.987442016601562,-17.53495216369629,7
77,13.25561809539795,-38.288368225097656,5
254,55.558143615722656,-18.80484390258789,7
1034,-4.593610763549805,40.32571029663086,7
180,15.596123695373535,22.159603118896484,7
24,31.476781845092773,-15.016566276550293,5
51,58.28265380859375,10.005043029785156,5
47,12.3927640914917,-22.967626571655273,5
111,9.481220245361328,-44.397281646728516,5
223,17.012405395507812,-33.728885650634766,7
730,57.13832092285156,-19.824663162231445,5
90,14.848538398742676,-40.37976837158203,5
904,16.9019775390625,-41.326210021972656,5
7902,43.97626495361328,-29.40835189819336,5
539,36.505699157714844,6.0380778312683105,7
242,13.837605476379395,-48.73641586303711,7
5135,-11.937150955200195,32.52898406982422,3
567,5.709589958190918,-12.274968147277832,5
264,14.174095153808594,-41.70417022705078,7
133,55.89779281616211,-12.753511428833008,5
104,11.976409912109375,-41.13277816772461,7
225,6.619340896606445,-17.207923889160156,5
629,14.160008430480957,-41.03334426879883,7
453,56.05375671386719,12.046945571899414,7
205,33.223751068115234,26.423391342163086,3
296,58.038047790527344,-8.1078519821167,7
7928,32.14699172973633,-7.180165767669678,5
142,55.57682418823242,-18.742284774780273,5
548,13.476564407348633,-37.312320709228516,7
67,-19.416339874267578,-47.4314079284668,5
426,12.837790489196777,-40.09855270385742,5
391,57.36647033691406,-18.034574508666992,5
757,32.95228576660156,6.407861709594727,7
69,55.76108932495117,-11.426542282104492,5
14,16.828760147094727,-42.54518127441406,5
186,54.82075881958008,6.229063034057617,7
140,32.657615661621094,25.775981903076172,3
17,14.307014465332031,-41.57189178466797,5
1182,12.237678527832031,-42.31141662597656,5
2,54.96954345703125,-30.964618682861328,5
59,31.89643669128418,18.9927921295166,7
304,31.46940040588379,-14.965544700622559,5
211,12.307255744934082,-38.214385986328125,5
4399,32.56642150878906,6.274136543273926,7
101,54.83651351928711,-19.168542861938477,5
794,17.1407470703125,-24.33820152282715,5
508,16.847389221191406,-32.86175537109375,5
418,13.388057708740234,-38.3878059387207,5
463,10.44930648803711,6.066336154937744,7
43,8.364104270935059,-44.47232437133789,5
231,16.07110595703125,-41.16337203979492,5
474,10.465834617614746,5.87546968460083,5
0,-7.654239654541016,-3.0103025436401367,7
1684,8.114052772521973,-44.28256607055664,5
1220,11.964040756225586,-37.45228958129883,7
8397,10.579032897949219,22.09843635559082,7
238,27.86992073059082,2.7274975776672363,7
1344,8.22510051727295,-44.39246368408203,7
72,27.598628997802734,2.30867862701416,7
523,6.388984680175781,21.472688674926758,5
8011,-5.443661689758301,40.58447265625,7
25,30.297765731811523,-14.220804214477539,5
420,57.17334747314453,-9.527939796447754,7
209,13.264976501464844,-38.23027420043945,7
497,-18.65395736694336,-35.541343688964844,7
1712,14.017833709716797,-41.02643585205078,5
54,12.972311973571777,-37.66136169433594,7
1452,33.93446731567383,23.636281967163086,3
375,56.196983337402344,6.995226860046387,5
154,13.564722061157227,-8.287880897521973,5
969,9.149919509887695,-43.7907829284668,7
708,15.594802856445312,-35.94659423828125,7
256,17.1265811920166,-36.5318717956543,5
1966,12.108169555664062,-41.4503059387207,5
888,53.0810661315918,-9.607943534851074,7
431,57.94856262207031,2.9630696773529053,7
284,16.898757934570312,-41.44835662841797,5
82,-4.565984725952148,-36.058250427246094,7
954,17.0858097076416,-43.46356201171875,5
1152,18.51568031311035,-41.213134765625,6
65,18.020702362060547,-42.87234878540039,5
406,16.936782836914062,-42.409515380859375,5
3727,29.340280532836914,10.690093040466309,7
2939,36.301639556884766,5.9840826988220215,7
417,7.384724140167236,7.990299701690674,7
1348,44.214630126953125,30.474164962768555,3
19,-15.379551887512207,-45.8087158203125,5
992,56.99895477294922,-19.961801528930664,5
66,57.41527557373047,3.347440242767334,5
429,32.57905197143555,25.14133644104004,7
405,9.497178077697754,-44.34980773925781,5
120,31.3029727935791,-13.906286239624023,5
574,17.05595588684082,-41.16057586669922,5
984,-19.455732345581055,-47.424983978271484,7
127,12.838025093078613,-40.16378402709961,5
4471,-10.039535522460938,-14.573424339294434,7
601,30.63235855102539,-29.333560943603516,5
2435,20.857786178588867,-5.0665812492370605,5
29,55.7181282043457,6.481538772583008,7
30,53.680973052978516,2.299208641052246,7
64,31.508440017700195,-14.968667030334473,5
3031,13.453231811523438,-53.44699478149414,7
395,16.648387908935547,-42.580352783203125,5
178,53.73700714111328,2.3026609420776367,7
185,16.109811782836914,22.5595760345459,7
1675,13.398690223693848,-43.37823486328125,5
1149,6.776313781738281,-13.011131286621094,7
321,14.860143661499023,-25.427122116088867,7
490,-4.6292829513549805,-36.056358337402344,7
1575,48.24989318847656,52.80683898925781,3
483,21.211395263671875,-31.562946319580078,5
1619,11.721199989318848,-37.10630416870117,7
918,12.790655136108398,-31.984838485717773,7
8028,45.43956756591797,28.74665069580078,3
1097,42.92074203491211,-13.890767097473145,7
454,12.858101844787598,-37.57245635986328,7
1314,15.476304054260254,-28.53734588623047,7
158,-14.653233528137207,-42.90938949584961,7
542,36.38006591796875,6.021378517150879,7
1604,56.889320373535156,-20.228416442871094,5
1139,16.41744041442871,-33.000694274902344,5
893,57.839515686035156,-9.628335952758789,7
361,-4.495205879211426,9.814106941223145,7
919,15.23759937286377,-34.97039031982422,5
809,51.75718307495117,-6.815238952636719,7
20,11.5825777053833,-43.51789855957031,5
286,18.51630401611328,-44.9205207824707,5
7940,-34.952110290527344,18.14276885986328,0
678,-1.556353211402893,-43.922447204589844,5
348,-36.34314727783203,-28.577590942382812,5
3239,-27.176593780517578,-11.249410629272461,5
403,19.41534423828125,-33.094608306884766,7
369,21.90015411376953,-3.499654531478882,7
351,60.33882141113281,-5.539872646331787,5
115,-2.2104153633117676,-56.807125091552734,5
366,-4.374560356140137,9.974964141845703,5
1248,28.201250076293945,0.021415354683995247,7
413,51.887123107910156,-24.107887268066406,5
2074,56.86895751953125,-20.110523223876953,5
3583,14.797715187072754,-38.19580078125,7
390,14.874505996704102,-29.911394119262695,5
2938,36.37331008911133,6.133179664611816,7
122,-6.409026622772217,-60.62959289550781,5
3421,11.666418075561523,-2.7400779724121094,7
1453,-4.979472637176514,18.324350357055664,7
1164,12.052313804626465,-37.595333099365234,7
182,54.25025939941406,-10.939950942993164,5
4796,-29.154712677001953,-19.59906768798828,7
3241,35.47361373901367,7.971380233764648,7
381,5.347985744476318,5.776484966278076,7
4931,36.50082015991211,24.298128128051758,3
655,21.730995178222656,-26.65516471862793,7
184,-16.556734085083008,-29.956745147705078,7
224,39.25909423828125,-57.56594467163086,5
318,17.142749786376953,-43.16741943359375,5
32,5.479724407196045,-46.97640609741211,5
1654,29.35223388671875,3.4229729175567627,7
808,58.78227996826172,-8.606328010559082,5
714,26.489194869995117,20.634021759033203,7
