id,word,total_count,total_frequency,trump_count,trump_frequency,obama_count,obama_frequency
10611,11000,6,1.1018717127493903e-05,6,1.3668577989488863e-05,0,0
10631,recommend,6,1.1018717127493903e-05,6,1.3668577989488863e-05,0,0
10737,endorsing,6,1.1018717127493903e-05,6,1.3668577989488863e-05,0,0
10754,contempt,6,1.1018717127493903e-05,6,1.3668577989488863e-05,0,0
10782,similar,6,1.1018717127493903e-05,6,1.3668577989488863e-05,0,0
10802,pol,6,1.1018717127493903e-05,6,1.3668577989488863e-05,0,0
10806,laugh,6,1.1018717127493903e-05,6,1.3668577989488863e-05,0,0
10820,garcia,6,1.1018717127493903e-05,6,1.3668577989488863e-05,0,0
10855,deterrent,6,1.1018717127493903e-05,6,1.3668577989488863e-05,0,0
10902,lloyd,6,1.1018717127493903e-05,6,1.3668577989488863e-05,0,0
10951,deface,6,1.1018717127493903e-05,6,1.3668577989488863e-05,0,0
10968,automobile,6,1.1018717127493903e-05,6,1.3668577989488863e-05,0,0
10985,tammy,6,1.1018717127493903e-05,6,1.3668577989488863e-05,0,0
11030,origins,6,1.1018717127493903e-05,6,1.3668577989488863e-05,0,0
11065,courthouse,6,1.1018717127493903e-05,6,1.3668577989488863e-05,0,0
11076,supplies,6,1.1018717127493903e-05,6,1.3668577989488863e-05,0,0
11106,relative,6,1.1018717127493903e-05,6,1.3668577989488863e-05,0,0
11200,cancelled,6,1.1018717127493903e-05,6,1.3668577989488863e-05,0,0
11236,crown,6,1.1018717127493903e-05,6,1.3668577989488863e-05,0,0
11270,obiden,6,1.1018717127493903e-05,6,1.3668577989488863e-05,0,0
11296,wray,6,1.1018717127493903e-05,6,1.3668577989488863e-05,0,0
11302,scorned,6,1.1018717127493903e-05,6,1.3668577989488863e-05,0,0
11313,manchester,6,1.1018717127493903e-05,6,1.3668577989488863e-05,0,0
11324,nut,6,1.1018717127493903e-05,6,1.3668577989488863e-05,0,0
11341,legend,6,1.1018717127493903e-05,6,1.3668577989488863e-05,0,0
11360,liars,6,1.1018717127493903e-05,6,1.3668577989488863e-05,0,0
11361,@katiepavlich,6,1.1018717127493903e-05,6,1.3668577989488863e-05,0,0
11366,@jairbolsonaro,6,1.1018717127493903e-05,6,1.3668577989488863e-05,0,0
11375,stating,6,1.1018717127493903e-05,6,1.3668577989488863e-05,0,0
11437,@joesquawk,6,1.1018717127493903e-05,6,1.3668577989488863e-05,0,0
11479,conclusively,6,1.1018717127493903e-05,6,1.3668577989488863e-05,0,0
11503,concept,6,1.1018717127493903e-05,6,1.3668577989488863e-05,0,0
11513,envoy,6,1.1018717127493903e-05,6,1.3668577989488863e-05,0,0
11514,ireland,6,1.1018717127493903e-05,6,1.3668577989488863e-05,0,0
11522,djt,6,1.1018717127493903e-05,6,1.3668577989488863e-05,0,0
11574,fulfilling,6,1.1018717127493903e-05,6,1.3668577989488863e-05,0,0
11667,elements,6,1.1018717127493903e-05,6,1.3668577989488863e-05,0,0
11679,journalist,6,1.1018717127493903e-05,6,1.3668577989488863e-05,0,0
11689,@jimhagedornmn,6,1.1018717127493903e-05,6,1.3668577989488863e-05,0,0
11713,spewing,6,1.1018717127493903e-05,6,1.3668577989488863e-05,0,0
11760,g7,6,1.1018717127493903e-05,6,1.3668577989488863e-05,0,0
11764,clients,6,1.1018717127493903e-05,6,1.3668577989488863e-05,0,0
11784,ships,6,1.1018717127493903e-05,6,1.3668577989488863e-05,0,0
11816,prosecutorial,6,1.1018717127493903e-05,6,1.3668577989488863e-05,0,0
11855,produces,6,1.1018717127493903e-05,6,1.3668577989488863e-05,0,0
11858,signal,6,1.1018717127493903e-05,6,1.3668577989488863e-05,0,0
11889,ballistic,6,1.1018717127493903e-05,6,1.3668577989488863e-05,0,0
11909,seemingly,6,1.1018717127493903e-05,6,1.3668577989488863e-05,0,0
11963,delays,6,1.1018717127493903e-05,6,1.3668577989488863e-05,0,0
11979,blows,6,1.1018717127493903e-05,6,1.3668577989488863e-05,0,0
12002,interfering,6,1.1018717127493903e-05,6,1.3668577989488863e-05,0,0
12054,restoration,6,1.1018717127493903e-05,6,1.3668577989488863e-05,0,0
12071,civilization,6,1.1018717127493903e-05,6,1.3668577989488863e-05,0,0
12100,accepting,6,1.1018717127493903e-05,6,1.3668577989488863e-05,0,0
12192,arnold,6,1.1018717127493903e-05,6,1.3668577989488863e-05,0,0
12195,@nascar,6,1.1018717127493903e-05,6,1.3668577989488863e-05,0,0
12194,@marcorubio,6,1.1018717127493903e-05,6,1.3668577989488863e-05,0,0
12206,clowns,6,1.1018717127493903e-05,6,1.3668577989488863e-05,0,0
12211,band,6,1.1018717127493903e-05,6,1.3668577989488863e-05,0,0
12246,mocked,6,1.1018717127493903e-05,6,1.3668577989488863e-05,0,0
12315,misled,6,1.1018717127493903e-05,6,1.3668577989488863e-05,0,0
12314,mccabes,6,1.1018717127493903e-05,6,1.3668577989488863e-05,0,0
12375,nypd,6,1.1018717127493903e-05,6,1.3668577989488863e-05,0,0
12395,feds,6,1.1018717127493903e-05,6,1.3668577989488863e-05,0,0
12428,poured,6,1.1018717127493903e-05,6,1.3668577989488863e-05,0,0
12460,responded,6,1.1018717127493903e-05,6,1.3668577989488863e-05,0,0
12495,unbelievably,6,1.1018717127493903e-05,6,1.3668577989488863e-05,0,0
12539,foreperson,6,1.1018717127493903e-05,6,1.3668577989488863e-05,0,0
12549,suing,6,1.1018717127493903e-05,6,1.3668577989488863e-05,0,0
12560,connect,6,1.1018717127493903e-05,6,1.3668577989488863e-05,0,0
12780,grid,6,1.1018717127493903e-05,6,1.3668577989488863e-05,0,0
12791,professionally,6,1.1018717127493903e-05,6,1.3668577989488863e-05,0,0
12821,comfort,6,1.1018717127493903e-05,6,1.3668577989488863e-05,0,0
12845,competing,6,1.1018717127493903e-05,6,1.3668577989488863e-05,0,0
12898,cooper,6,1.1018717127493903e-05,6,1.3668577989488863e-05,0,0
12906,file,6,1.1018717127493903e-05,6,1.3668577989488863e-05,0,0
12926,ap,6,1.1018717127493903e-05,6,1.3668577989488863e-05,0,0
12943,infected,6,1.1018717127493903e-05,6,1.3668577989488863e-05,0,0
13109,upward,6,1.1018717127493903e-05,6,1.3668577989488863e-05,0,0
13150,flunky,6,1.1018717127493903e-05,6,1.3668577989488863e-05,0,0
13177,infested,6,1.1018717127493903e-05,6,1.3668577989488863e-05,0,0
13198,federalist,6,1.1018717127493903e-05,6,1.3668577989488863e-05,0,0
13277,decisive,6,1.1018717127493903e-05,6,1.3668577989488863e-05,0,0
13299,universities,6,1.1018717127493903e-05,6,1.3668577989488863e-05,0,0
13347,heights,6,1.1018717127493903e-05,6,1.3668577989488863e-05,0,0
13374,kate,6,1.1018717127493903e-05,6,1.3668577989488863e-05,0,0
13392,bid,6,1.1018717127493903e-05,6,1.3668577989488863e-05,0,0
13419,topics,6,1.1018717127493903e-05,6,1.3668577989488863e-05,0,0
13438,eternal,6,1.1018717127493903e-05,6,1.3668577989488863e-05,0,0
13459,भारत,6,1.1018717127493903e-05,6,1.3668577989488863e-05,0,0
13782,unsuccessfully,6,1.1018717127493903e-05,6,1.3668577989488863e-05,0,0
13872,lordstown,6,1.1018717127493903e-05,6,1.3668577989488863e-05,0,0
13927,draining,6,1.1018717127493903e-05,6,1.3668577989488863e-05,0,0
13971,slammed,6,1.1018717127493903e-05,6,1.3668577989488863e-05,0,0
13990,@repratcliffe,6,1.1018717127493903e-05,6,1.3668577989488863e-05,0,0
13994,duluth,6,1.1018717127493903e-05,6,1.3668577989488863e-05,0,0
13998,bombed,6,1.1018717127493903e-05,6,1.3668577989488863e-05,0,0
14074,dumping,6,1.1018717127493903e-05,6,1.3668577989488863e-05,0,0
14087,championship,6,1.1018717127493903e-05,6,1.3668577989488863e-05,0,0
14097,pumping,6,1.1018717127493903e-05,6,1.3668577989488863e-05,0,0
14187,agreeing,6,1.1018717127493903e-05,6,1.3668577989488863e-05,0,0
14284,@senschumer,6,1.1018717127493903e-05,6,1.3668577989488863e-05,0,0
14324,herman,6,1.1018717127493903e-05,6,1.3668577989488863e-05,0,0
14403,dale,6,1.1018717127493903e-05,6,1.3668577989488863e-05,0,0
14444,sam,6,1.1018717127493903e-05,6,1.3668577989488863e-05,0,0
14569,grief,6,1.1018717127493903e-05,6,1.3668577989488863e-05,0,0
14666,withdrawn,6,1.1018717127493903e-05,6,1.3668577989488863e-05,0,0
14669,commander-in-chiefs,6,1.1018717127493903e-05,6,1.3668577989488863e-05,0,0
14786,@speakerryan,6,1.1018717127493903e-05,6,1.3668577989488863e-05,0,0
14850,assad,6,1.1018717127493903e-05,6,1.3668577989488863e-05,0,0
14964,e-mails,6,1.1018717127493903e-05,6,1.3668577989488863e-05,0,0
14988,vetting,6,1.1018717127493903e-05,6,1.3668577989488863e-05,0,0
15045,7pme,6,1.1018717127493903e-05,6,1.3668577989488863e-05,0,0
15141,imploding,6,1.1018717127493903e-05,6,1.3668577989488863e-05,0,0
15255,cruz,6,1.1018717127493903e-05,6,1.3668577989488863e-05,0,0
15347,irma,6,1.1018717127493903e-05,6,1.3668577989488863e-05,0,0
15426,disruption,6,1.1018717127493903e-05,6,1.3668577989488863e-05,0,0
15433,category,6,1.1018717127493903e-05,6,1.3668577989488863e-05,0,0
15444,@icegov,6,1.1018717127493903e-05,6,1.3668577989488863e-05,0,0
15575,involving,6,1.1018717127493903e-05,6,1.3668577989488863e-05,0,0
15599,collude,6,1.1018717127493903e-05,6,1.3668577989488863e-05,0,0
15614,andrews,6,1.1018717127493903e-05,6,1.3668577989488863e-05,0,0
15654,chancellor,6,1.1018717127493903e-05,6,1.3668577989488863e-05,0,0
15736,killings,6,1.1018717127493903e-05,6,1.3668577989488863e-05,0,0
15863,brussels,6,1.1018717127493903e-05,6,1.3668577989488863e-05,0,0
15897,manuel,6,1.1018717127493903e-05,6,1.3668577989488863e-05,0,0
15912,christian,6,1.1018717127493903e-05,6,1.3668577989488863e-05,0,0
15981,ninth,6,1.1018717127493903e-05,6,1.3668577989488863e-05,0,0
16058,libel,6,1.1018717127493903e-05,6,1.3668577989488863e-05,0,0
16193,length,6,1.1018717127493903e-05,6,1.3668577989488863e-05,0,0
16303,sleazebag,6,1.1018717127493903e-05,6,1.3668577989488863e-05,0,0
16313,belittle,6,1.1018717127493903e-05,6,1.3668577989488863e-05,0,0
16385,strassel,6,1.1018717127493903e-05,6,1.3668577989488863e-05,0,0
16460,schneiderman,6,1.1018717127493903e-05,6,1.3668577989488863e-05,0,0
16485,cages,6,1.1018717127493903e-05,6,1.3668577989488863e-05,0,0
16495,lovely,6,1.1018717127493903e-05,6,1.3668577989488863e-05,0,0
16530,@armywpfootball,6,1.1018717127493903e-05,6,1.3668577989488863e-05,0,0
16554,rosenstein,6,1.1018717127493903e-05,6,1.3668577989488863e-05,0,0
16613,resolved,6,1.1018717127493903e-05,6,1.3668577989488863e-05,0,0
16657,legislate,6,1.1018717127493903e-05,6,1.3668577989488863e-05,0,0
16802,accuser,6,1.1018717127493903e-05,6,1.3668577989488863e-05,0,0
16814,walker,6,1.1018717127493903e-05,6,1.3668577989488863e-05,0,0
16902,concluded,6,1.1018717127493903e-05,6,1.3668577989488863e-05,0,0
16925,mexicos,6,1.1018717127493903e-05,6,1.3668577989488863e-05,0,0
16944,beto,6,1.1018717127493903e-05,6,1.3668577989488863e-05,0,0
16970,dobbs,6,1.1018717127493903e-05,6,1.3668577989488863e-05,0,0
17102,feinstein,6,1.1018717127493903e-05,6,1.3668577989488863e-05,0,0
17104,proves,6,1.1018717127493903e-05,6,1.3668577989488863e-05,0,0
17158,requirements,6,1.1018717127493903e-05,6,1.3668577989488863e-05,0,0
17165,burr,6,1.1018717127493903e-05,6,1.3668577989488863e-05,0,0
17192,operative,6,1.1018717127493903e-05,6,1.3668577989488863e-05,0,0
17249,cook,6,1.1018717127493903e-05,6,1.3668577989488863e-05,0,0
17288,@tomfitton,6,1.1018717127493903e-05,6,1.3668577989488863e-05,0,0
17379,cox,6,1.1018717127493903e-05,6,1.3668577989488863e-05,0,0
17394,oversight,6,1.1018717127493903e-05,6,1.3668577989488863e-05,0,0
17409,nelly,6,1.1018717127493903e-05,6,1.3668577989488863e-05,0,0
17626,helsinki,6,1.1018717127493903e-05,6,1.3668577989488863e-05,0,0
17643,151,6,1.1018717127493903e-05,6,1.3668577989488863e-05,0,0
17658,surplus,6,1.1018717127493903e-05,6,1.3668577989488863e-05,0,0
17681,harley-davidson,6,1.1018717127493903e-05,6,1.3668577989488863e-05,0,0
17684,launches,6,1.1018717127493903e-05,6,1.3668577989488863e-05,0,0
18044,haspel,6,1.1018717127493903e-05,6,1.3668577989488863e-05,0,0
18079,#takebackday,6,1.1018717127493903e-05,6,1.3668577989488863e-05,0,0
18116,setup,6,1.1018717127493903e-05,6,1.3668577989488863e-05,0,0
18195,traditional,6,1.1018717127493903e-05,6,1.3668577989488863e-05,0,0
18295,underlying,6,1.1018717127493903e-05,6,1.3668577989488863e-05,0,0
18534,#wef18,6,1.1018717127493903e-05,6,1.3668577989488863e-05,0,0
18704,pressured,6,1.1018717127493903e-05,6,1.3668577989488863e-05,0,0
18720,@kimstrassel,6,1.1018717127493903e-05,6,1.3668577989488863e-05,0,0
18778,gallagher,6,1.1018717127493903e-05,6,1.3668577989488863e-05,0,0
18786,cameron,6,1.1018717127493903e-05,6,1.3668577989488863e-05,0,0
18948,@billhemmer,6,1.1018717127493903e-05,6,1.3668577989488863e-05,0,0
19148,congenial,6,1.1018717127493903e-05,6,1.3668577989488863e-05,0,0
19172,membership,6,1.1018717127493903e-05,6,1.3668577989488863e-05,0,0
19404,drone,6,1.1018717127493903e-05,6,1.3668577989488863e-05,0,0
19729,non-tariffed,6,1.1018717127493903e-05,6,1.3668577989488863e-05,0,0
19974,detention,6,1.1018717127493903e-05,6,1.3668577989488863e-05,0,0
20408,apprehending,6,1.1018717127493903e-05,6,1.3668577989488863e-05,0,0
20748,zealand,6,1.1018717127493903e-05,6,1.3668577989488863e-05,0,0
108,closes,5,9.182264272911586e-06,4,9.11238532632591e-06,1,9.472836640932127e-06
148,cruise,5,9.182264272911586e-06,3,6.8342889947444315e-06,2,1.8945673281864254e-05
177,#unitedonclimate,5,9.182264272911586e-06,0,0,5,4.736418320466063e-05
218,180,5,9.182264272911586e-06,4,9.11238532632591e-06,1,9.472836640932127e-06
334,record-breaking,5,9.182264272911586e-06,0,0,5,4.736418320466063e-05
349,gathering,5,9.182264272911586e-06,4,9.11238532632591e-06,1,9.472836640932127e-06
359,tripled,5,9.182264272911586e-06,1,2.2780963315814773e-06,4,3.789134656372851e-05
367,dance,5,9.182264272911586e-06,0,0,5,4.736418320466063e-05
388,#ofafallsummit,5,9.182264272911586e-06,0,0,5,4.736418320466063e-05
442,shipping,5,9.182264272911586e-06,3,6.8342889947444315e-06,2,1.8945673281864254e-05
502,halloween,5,9.182264272911586e-06,1,2.2780963315814773e-06,4,3.789134656372851e-05
595,denial,5,9.182264272911586e-06,0,0,5,4.736418320466063e-05
603,#switchtoclean,5,9.182264272911586e-06,0,0,5,4.736418320466063e-05
632,grown,5,9.182264272911586e-06,2,4.556192663162955e-06,3,2.8418509922796382e-05
719,boosting,5,9.182264272911586e-06,2,4.556192663162955e-06,3,2.8418509922796382e-05
745,reliable,5,9.182264272911586e-06,3,6.8342889947444315e-06,2,1.8945673281864254e-05
782,grit,5,9.182264272911586e-06,4,9.11238532632591e-06,1,9.472836640932127e-06
797,66,5,9.182264272911586e-06,3,6.8342889947444315e-06,2,1.8945673281864254e-05
839,@natlparkservice,5,9.182264272911586e-06,4,9.11238532632591e-06,1,9.472836640932127e-06
890,lowered,5,9.182264272911586e-06,4,9.11238532632591e-06,1,9.472836640932127e-06
897,lifeline,5,9.182264272911586e-06,1,2.2780963315814773e-06,4,3.789134656372851e-05
907,provides,5,9.182264272911586e-06,3,6.8342889947444315e-06,2,1.8945673281864254e-05
937,pursuit,5,9.182264272911586e-06,4,9.11238532632591e-06,1,9.472836640932127e-06
976,justify,5,9.182264272911586e-06,4,9.11238532632591e-06,1,9.472836640932127e-06
975,diplomatic,5,9.182264272911586e-06,4,9.11238532632591e-06,1,9.472836640932127e-06
989,invade,5,9.182264272911586e-06,4,9.11238532632591e-06,1,9.472836640932127e-06
991,#44turns54,5,9.182264272911586e-06,0,0,5,4.736418320466063e-05
1059,laying,5,9.182264272911586e-06,1,2.2780963315814773e-06,4,3.789134656372851e-05
1113,bars,5,9.182264272911586e-06,4,9.11238532632591e-06,1,9.472836640932127e-06
1249,mammograms,5,9.182264272911586e-06,0,0,5,4.736418320466063e-05
1366,63,5,9.182264272911586e-06,2,4.556192663162955e-06,3,2.8418509922796382e-05
1489,warning,5,9.182264272911586e-06,4,9.11238532632591e-06,1,9.472836640932127e-06
1511,hosts,5,9.182264272911586e-06,3,6.8342889947444315e-06,2,1.8945673281864254e-05
1515,surrender,5,9.182264272911586e-06,4,9.11238532632591e-06,1,9.472836640932127e-06
1543,risks,5,9.182264272911586e-06,1,2.2780963315814773e-06,4,3.789134656372851e-05
1551,enrich,5,9.182264272911586e-06,4,9.11238532632591e-06,1,9.472836640932127e-06
1564,holds,5,9.182264272911586e-06,3,6.8342889947444315e-06,2,1.8945673281864254e-05
1562,#equalpaynow,5,9.182264272911586e-06,0,0,5,4.736418320466063e-05
1611,patient,5,9.182264272911586e-06,3,6.8342889947444315e-06,2,1.8945673281864254e-05
1627,ports,5,9.182264272911586e-06,4,9.11238532632591e-06,1,9.472836640932127e-06
1639,#whsciencefair,5,9.182264272911586e-06,0,0,5,4.736418320466063e-05
1662,builds,5,9.182264272911586e-06,2,4.556192663162955e-06,3,2.8418509922796382e-05
1667,bracket,5,9.182264272911586e-06,0,0,5,4.736418320466063e-05
1673,rendered,5,9.182264272911586e-06,2,4.556192663162955e-06,3,2.8418509922796382e-05
1689,organized,5,9.182264272911586e-06,4,9.11238532632591e-06,1,9.472836640932127e-06
1697,scholarships,5,9.182264272911586e-06,0,0,5,4.736418320466063e-05
1727,requires,5,9.182264272911586e-06,0,0,5,4.736418320466063e-05
1769,@fcc,5,9.182264272911586e-06,2,4.556192663162955e-06,3,2.8418509922796382e-05
1822,picking,5,9.182264272911586e-06,2,4.556192663162955e-06,3,2.8418509922796382e-05
1827,59,5,9.182264272911586e-06,2,4.556192663162955e-06,3,2.8418509922796382e-05
1833,1997,5,9.182264272911586e-06,4,9.11238532632591e-06,1,9.472836640932127e-06
1860,sun,5,9.182264272911586e-06,1,2.2780963315814773e-06,4,3.789134656372851e-05
1859,shining,5,9.182264272911586e-06,3,6.8342889947444315e-06,2,1.8945673281864254e-05
1940,privacy,5,9.182264272911586e-06,2,4.556192663162955e-06,3,2.8418509922796382e-05
2005,@business,5,9.182264272911586e-06,4,9.11238532632591e-06,1,9.472836640932127e-06
2081,latino,5,9.182264272911586e-06,1,2.2780963315814773e-06,4,3.789134656372851e-05
2110,lanes,5,9.182264272911586e-06,4,9.11238532632591e-06,1,9.472836640932127e-06
2123,jackie,5,9.182264272911586e-06,3,6.8342889947444315e-06,2,1.8945673281864254e-05
2140,ideals,5,9.182264272911586e-06,1,2.2780963315814773e-06,4,3.789134656372851e-05
2167,heartbreaking,5,9.182264272911586e-06,3,6.8342889947444315e-06,2,1.8945673281864254e-05
2223,preschool,5,9.182264272911586e-06,0,0,5,4.736418320466063e-05
2231,thrives,5,9.182264272911586e-06,1,2.2780963315814773e-06,4,3.789134656372851e-05
2303,addressed,5,9.182264272911586e-06,3,6.8342889947444315e-06,2,1.8945673281864254e-05
2307,conspired,5,9.182264272911586e-06,4,9.11238532632591e-06,1,9.472836640932127e-06
2327,accomplish,5,9.182264272911586e-06,3,6.8342889947444315e-06,2,1.8945673281864254e-05
2337,gender,5,9.182264272911586e-06,0,0,5,4.736418320466063e-05
2359,chicagos,5,9.182264272911586e-06,4,9.11238532632591e-06,1,9.472836640932127e-06
2364,2002,5,9.182264272911586e-06,2,4.556192663162955e-06,3,2.8418509922796382e-05
2407,overcome,5,9.182264272911586e-06,4,9.11238532632591e-06,1,9.472836640932127e-06
2559,commend,5,9.182264272911586e-06,4,9.11238532632591e-06,1,9.472836640932127e-06
2567,cheering,5,9.182264272911586e-06,2,4.556192663162955e-06,3,2.8418509922796382e-05
2646,decides,5,9.182264272911586e-06,3,6.8342889947444315e-06,2,1.8945673281864254e-05
2692,enduring,5,9.182264272911586e-06,3,6.8342889947444315e-06,2,1.8945673281864254e-05
2718,marking,5,9.182264272911586e-06,2,4.556192663162955e-06,3,2.8418509922796382e-05
2726,trailer,5,9.182264272911586e-06,0,0,5,4.736418320466063e-05
2725,dangerously,5,9.182264272911586e-06,1,2.2780963315814773e-06,4,3.789134656372851e-05
2749,earns,5,9.182264272911586e-06,1,2.2780963315814773e-06,4,3.789134656372851e-05
2757,elses,5,9.182264272911586e-06,3,6.8342889947444315e-06,2,1.8945673281864254e-05
2776,attempts,5,9.182264272911586e-06,3,6.8342889947444315e-06,2,1.8945673281864254e-05
2778,dismantle,5,9.182264272911586e-06,4,9.11238532632591e-06,1,9.472836640932127e-06
2824,ofa,5,9.182264272911586e-06,0,0,5,4.736418320466063e-05
2850,331,5,9.182264272911586e-06,4,9.11238532632591e-06,1,9.472836640932127e-06
2892,marched,5,9.182264272911586e-06,0,0,5,4.736418320466063e-05
2895,educated,5,9.182264272911586e-06,4,9.11238532632591e-06,1,9.472836640932127e-06
2908,noticed,5,9.182264272911586e-06,4,9.11238532632591e-06,1,9.472836640932127e-06
2918,suddenly,5,9.182264272911586e-06,1,2.2780963315814773e-06,4,3.789134656372851e-05
2929,creativity,5,9.182264272911586e-06,0,0,5,4.736418320466063e-05
2931,innovative,5,9.182264272911586e-06,3,6.8342889947444315e-06,2,1.8945673281864254e-05
2983,claire,5,9.182264272911586e-06,4,9.11238532632591e-06,1,9.472836640932127e-06
3000,distance,5,9.182264272911586e-06,4,9.11238532632591e-06,1,9.472836640932127e-06
3001,trucks,5,9.182264272911586e-06,4,9.11238532632591e-06,1,9.472836640932127e-06
3033,backstage,5,9.182264272911586e-06,0,0,5,4.736418320466063e-05
3050,#outinthecold,5,9.182264272911586e-06,0,0,5,4.736418320466063e-05
3109,expire,5,9.182264272911586e-06,1,2.2780963315814773e-06,4,3.789134656372851e-05
3184,visits,5,9.182264272911586e-06,2,4.556192663162955e-06,3,2.8418509922796382e-05
3189,contraception,5,9.182264272911586e-06,0,0,5,4.736418320466063e-05
3211,kicks,5,9.182264272911586e-06,0,0,5,4.736418320466063e-05
3221,#throwbackthursday,5,9.182264272911586e-06,0,0,5,4.736418320466063e-05
3235,corner,5,9.182264272911586e-06,3,6.8342889947444315e-06,2,1.8945673281864254e-05
3245,eve,5,9.182264272911586e-06,4,9.11238532632591e-06,1,9.472836640932127e-06
3268,dec,5,9.182264272911586e-06,3,6.8342889947444315e-06,2,1.8945673281864254e-05
3267,23rd,5,9.182264272911586e-06,3,6.8342889947444315e-06,2,1.8945673281864254e-05
3282,screenings,5,9.182264272911586e-06,1,2.2780963315814773e-06,4,3.789134656372851e-05
3289,africa,5,9.182264272911586e-06,3,6.8342889947444315e-06,2,1.8945673281864254e-05
3304,pause,5,9.182264272911586e-06,3,6.8342889947444315e-06,2,1.8945673281864254e-05
3338,aids,5,9.182264272911586e-06,3,6.8342889947444315e-06,2,1.8945673281864254e-05
3350,ears,5,9.182264272911586e-06,3,6.8342889947444315e-06,2,1.8945673281864254e-05
3360,struggle,5,9.182264272911586e-06,2,4.556192663162955e-06,3,2.8418509922796382e-05
3364,chart,5,9.182264272911586e-06,2,4.556192663162955e-06,3,2.8418509922796382e-05
3373,canceled,5,9.182264272911586e-06,4,9.11238532632591e-06,1,9.472836640932127e-06
3378,ladders,5,9.182264272911586e-06,0,0,5,4.736418320466063e-05
3424,diwali,5,9.182264272911586e-06,4,9.11238532632591e-06,1,9.472836640932127e-06
3444,sandy,5,9.182264272911586e-06,1,2.2780963315814773e-06,4,3.789134656372851e-05
3459,carol,5,9.182264272911586e-06,4,9.11238532632591e-06,1,9.472836640932127e-06
3485,faces,5,9.182264272911586e-06,2,4.556192663162955e-06,3,2.8418509922796382e-05
3507,frustrated,5,9.182264272911586e-06,3,6.8342889947444315e-06,2,1.8945673281864254e-05
3540,sabotage,5,9.182264272911586e-06,4,9.11238532632591e-06,1,9.472836640932127e-06
3543,shutdowns,5,9.182264272911586e-06,4,9.11238532632591e-06,1,9.472836640932127e-06
3545,madam,5,9.182264272911586e-06,3,6.8342889947444315e-06,2,1.8945673281864254e-05
3563,opposes,5,9.182264272911586e-06,1,2.2780963315814773e-06,4,3.789134656372851e-05
3595,yard,5,9.182264272911586e-06,4,9.11238532632591e-06,1,9.472836640932127e-06
3593,touched,5,9.182264272911586e-06,3,6.8342889947444315e-06,2,1.8945673281864254e-05
3602,@nasa,5,9.182264272911586e-06,4,9.11238532632591e-06,1,9.472836640932127e-06
3643,#obamacareisworking,5,9.182264272911586e-06,0,0,5,4.736418320466063e-05
3687,ensures,5,9.182264272911586e-06,2,4.556192663162955e-06,3,2.8418509922796382e-05
3693,premium,5,9.182264272911586e-06,2,4.556192663162955e-06,3,2.8418509922796382e-05
3731,bailouts,5,9.182264272911586e-06,2,4.556192663162955e-06,3,2.8418509922796382e-05
3770,chattanooga,5,9.182264272911586e-06,4,9.11238532632591e-06,1,9.472836640932127e-06
3791,monopoly,5,9.182264272911586e-06,4,9.11238532632591e-06,1,9.472836640932127e-06
3828,louisville,5,9.182264272911586e-06,4,9.11238532632591e-06,1,9.472836640932127e-06
3830,ncaa,5,9.182264272911586e-06,3,6.8342889947444315e-06,2,1.8945673281864254e-05
3847,challenging,5,9.182264272911586e-06,3,6.8342889947444315e-06,2,1.8945673281864254e-05
3852,flood,5,9.182264272911586e-06,4,9.11238532632591e-06,1,9.472836640932127e-06
3901,rebates,5,9.182264272911586e-06,3,6.8342889947444315e-06,2,1.8945673281864254e-05
3904,hug,5,9.182264272911586e-06,0,0,5,4.736418320466063e-05
3913,betray,5,9.182264272911586e-06,3,6.8342889947444315e-06,2,1.8945673281864254e-05
3934,setback,5,9.182264272911586e-06,4,9.11238532632591e-06,1,9.472836640932127e-06
3938,contributor,5,9.182264272911586e-06,4,9.11238532632591e-06,1,9.472836640932127e-06
4022,patience,5,9.182264272911586e-06,3,6.8342889947444315e-06,2,1.8945673281864254e-05
4036,founded,5,9.182264272911586e-06,3,6.8342889947444315e-06,2,1.8945673281864254e-05
4063,ignoring,5,9.182264272911586e-06,2,4.556192663162955e-06,3,2.8418509922796382e-05
4077,witnessed,5,9.182264272911586e-06,4,9.11238532632591e-06,1,9.472836640932127e-06
4078,knocked,5,9.182264272911586e-06,1,2.2780963315814773e-06,4,3.789134656372851e-05
4083,shameful,5,9.182264272911586e-06,4,9.11238532632591e-06,1,9.472836640932127e-06
4111,movies,5,9.182264272911586e-06,4,9.11238532632591e-06,1,9.472836640932127e-06
4137,holy,5,9.182264272911586e-06,3,6.8342889947444315e-06,2,1.8945673281864254e-05
4160,#timetoact,5,9.182264272911586e-06,0,0,5,4.736418320466063e-05
4193,teach,5,9.182264272911586e-06,3,6.8342889947444315e-06,2,1.8945673281864254e-05
4202,drives,5,9.182264272911586e-06,3,6.8342889947444315e-06,2,1.8945673281864254e-05
4293,giffords,5,9.182264272911586e-06,0,0,5,4.736418320466063e-05
4304,responsibilities,5,9.182264272911586e-06,0,0,5,4.736418320466063e-05
4316,roots,5,9.182264272911586e-06,4,9.11238532632591e-06,1,9.472836640932127e-06
4342,principles,5,9.182264272911586e-06,3,6.8342889947444315e-06,2,1.8945673281864254e-05
4343,define,5,9.182264272911586e-06,4,9.11238532632591e-06,1,9.472836640932127e-06
4360,cared,5,9.182264272911586e-06,2,4.556192663162955e-06,3,2.8418509922796382e-05
