id,word,total_count,total_frequency,trump_count,trump_frequency,obama_count,obama_frequency
30,before,528,0.0009696471072194635,433,0.0009864157115747796,95,0.0008999194808885521
64,down,527,0.0009678106543648811,436,0.000993250000569524,91,0.0008620281343248235
3031,said,526,0.0009659742015102989,447,0.0010183090602169204,79,0.0007483540946336381
395,need,525,0.0009641377486557165,322,0.0007335470187692357,203,0.0019229858381092219
178,after,523,0.0009604648429465519,475,0.0010820957575012017,48,0.0004546961587647421
185,world,516,0.0009476096729644757,433,0.0009864157115747796,83,0.0007862454411973666
1675,did,510,0.0009365909558369818,474,0.0010798176611696202,36,0.0003410221190735566
1149,history,509,0.0009347545029823994,476,0.0010843738538327831,33,0.0003126036091507602
321,strong,506,0.0009292451444186525,462,0.0010524805051906425,44,0.0004168048122010136
490,working,492,0.0009035348044545001,406,0.0009249071106220797,86,0.000814663951120163
1575,joe,489,0.0008980254458907531,477,0.0010866519501643646,12,0.00011367403969118553
483,hard,487,0.0008943525401815884,402,0.0009157947252957538,85,0.0008051911144792308
1619,also,482,0.0008851702759086769,469,0.0010684271795117128,13,0.00012314687633211766
918,most,473,0.000868642200217436,404,0.0009203509179589168,69,0.0006536257282243168
8028,dems,473,0.000868642200217436,473,0.0010775395648380387,0,0
1097,crime,472,0.0008668057473628537,468,0.0010661490831801314,4,3.789134656372851e-05
454,fact,471,0.0008649692945082713,248,0.0005649678902322064,223,0.0021124425709278644
1314,well,467,0.0008576234830899421,404,0.0009203509179589168,63,0.000596788708378724
158,support,466,0.0008557870302353598,271,0.0006173641058585804,195,0.0018472031449817648
542,republicans,462,0.0008484412188170305,402,0.0009157947252957538,60,0.0005683701984559276
1604,she,462,0.0008484412188170305,430,0.0009795814225800352,32,0.00030313077250982806
1139,far,449,0.0008245673317074604,419,0.000954522362932639,30,0.0002841850992279638
893,these,447,0.0008208944259982957,366,0.0008337832573588207,81,0.0007672997679155023
361,health,446,0.0008190579731437135,46,0.00010479243125274796,400,0.003789134656372851
919,right,446,0.0008190579731437135,303,0.0006902631884691876,143,0.001354615639653294
809,against,445,0.0008172215202891311,406,0.0009249071106220797,39,0.00036944062899635295
20,look,437,0.0008025298974524726,361,0.0008223927757009132,76,0.0007199355847108417
286,watch,437,0.0008025298974524726,211,0.0004806783259636917,226,0.0021408610808506608
7940,@foxnews,436,0.0008006934445978903,436,0.000993250000569524,0,0
678,left,435,0.0007988569917433079,381,0.0008679547023325428,54,0.0005115331786103349
348,deal,432,0.000793347633179561,412,0.0009385756886115687,20,0.00018945673281864253
3239,wall,432,0.000793347633179561,406,0.0009249071106220797,26,0.0002462937526642353
403,better,431,0.0007915111803249787,348,0.0007927775233903541,83,0.0007862454411973666
369,security,426,0.0007823289160520671,383,0.0008725108949957058,43,0.0004073319755600815
351,two,424,0.0007786560103429025,358,0.0008155584867061688,66,0.0006252072183015204
115,take,423,0.0007768195574883201,284,0.0006469793581691395,139,0.0013167242930895657
366,care,421,0.0007731466517791555,130,0.00029615252310559204,291,0.002756595462511249
1248,law,419,0.0007694737460699908,340,0.0007745527527377022,79,0.0007483540946336381
413,any,413,0.000758455028942497,368,0.0008383394500219837,45,0.00042627764884194575
2074,her,413,0.000758455028942497,360,0.0008201146793693318,53,0.0005020603419694027
3583,really,413,0.000758455028942497,397,0.0009044042436378465,16,0.00015156538625491403
390,long,412,0.0007566185760879147,350,0.000797333716053517,62,0.0005873158717377919
2938,democrat,410,0.00075294567037875,405,0.0009226290142904983,5,4.736418320466063e-05
122,keep,400,0.0007345811418329269,255,0.0005809145645532767,145,0.0013735613129351584
3421,campaign,397,0.00072907178326918,316,0.0007198784407797468,81,0.0007672997679155023
1453,trade,396,0.0007272353304145976,392,0.0008930137619799391,4,3.789134656372851e-05
1164,where,395,0.0007253988775600153,298,0.0006788727068112803,97,0.0009188651541704163
182,every,389,0.0007143801604325214,201,0.0004578973626478769,188,0.0017808932884952398
4796,endorsement,389,0.0007143801604325214,388,0.0008839013766536132,1,9.472836640932127e-06
3241,party,388,0.0007125437075779391,360,0.0008201146793693318,28,0.0002652394259460996
381,national,385,0.0007070343490141922,347,0.0007904994270587726,38,0.00035996779235542085
4931,russia,384,0.0007051978961596098,382,0.0008702327986641243,2,1.8945673281864254e-05
655,best,383,0.0007033614433050275,311,0.0007084879591218394,72,0.0006820442381471132
184,together,381,0.0006996885375958629,283,0.0006447012618375581,98,0.0009283379908113484
224,act,381,0.0006996885375958629,165,0.00037588589471094374,216,0.0020461327144413394
318,let,380,0.0006978520847412805,276,0.0006287545875164877,104,0.0009851750106569413
32,come,376,0.0006905062733229512,287,0.000653813647163884,89,0.0008430824610429593
1654,senate,374,0.0006868333676137866,295,0.0006720384178165358,79,0.0007483540946336381
808,some,372,0.000683160461904622,297,0.0006765946104796988,75,0.0007104627480699095
714,women,368,0.0006758146504862927,154,0.0003508268350635475,214,0.0020271870411594753
2508,usa,367,0.0006739781976317104,349,0.0007950556197219356,18,0.0001705110595367783
4348,complete,363,0.0006666323862133812,354,0.0008064461013798429,9,8.525552976838915e-05
525,white,362,0.0006647959333587988,317,0.0007221565371113283,45,0.00042627764884194575
8449,witch,360,0.0006611230276496342,360,0.0008201146793693318,0,0
1967,always,359,0.0006592865747950519,324,0.0007381032114323987,35,0.0003315492824326244
55,change,354,0.0006501043105221403,115,0.0002619810781318699,239,0.0022640079571827785
269,forward,353,0.000648267857667558,235,0.0005353526379216472,118,0.001117794723629991
2355,rt,353,0.000648267857667558,133,0.00030298681210033646,220,0.002084024061005068
8445,hunt,353,0.000648267857667558,353,0.0008041680050482615,0,0
4000,north,348,0.0006390855933946464,340,0.0007745527527377022,8,7.578269312745701e-05
10,say,347,0.0006372491405400641,247,0.0005626897939006249,100,0.0009472836640932128
344,cant,347,0.0006372491405400641,207,0.0004715659406373658,140,0.0013261971297304977
1157,congratulations,347,0.0006372491405400641,330,0.0007517717894218875,17,0.00016103822289584616
606,getting,346,0.0006354126876854817,301,0.0006857069958060247,45,0.00042627764884194575
2438,governor,341,0.0006262304234125702,318,0.0007244346334429098,23,0.00021787524274143893
1711,honor,340,0.0006243939705579878,306,0.000697097477463932,34,0.0003220764457916923
697,those,339,0.0006225575177034056,260,0.0005923050462111841,79,0.0007483540946336381
1440,night,338,0.0006207210648488232,286,0.0006515355508323025,52,0.0004925875053284706
198,could,337,0.0006188846119942409,245,0.0005581336012374619,92,0.0008715009709657557
546,million,329,0.0006041929891575824,131,0.0002984306194371735,198,0.0018756216549045612
7898,#maga,329,0.0006041929891575824,329,0.000749493693090306,0,0
2219,money,328,0.000602356536303,296,0.0006743165141481173,32,0.00030313077250982806
88,happy,326,0.0005986836305938354,227,0.0005171278672689954,99,0.0009378108274522806
1266,bill,324,0.0005950107248846707,241,0.000549021215911136,83,0.0007862454411973666
2450,taxes,321,0.0005895013663209238,216,0.0004920688076215991,105,0.0009946478472978733
2670,others,321,0.0005895013663209238,313,0.0007130441517850023,8,7.578269312745701e-05
713,things,320,0.0005876649134663415,293,0.0006674822251533728,27,0.0002557665893051674
830,pay,320,0.0005876649134663415,155,0.00035310493139512896,165,0.001563018045753801
564,federal,318,0.0005839920077571768,269,0.0006128079131954173,49,0.0004641689954056742
874,end,318,0.0005839920077571768,245,0.0005581336012374619,73,0.0006915170747880453
1001,coming,317,0.0005821555549025946,295,0.0006720384178165358,22,0.0002084024061005068
1797,call,313,0.0005748097434842653,251,0.0005718021792269508,62,0.0005873158717377919
57,love,307,0.0005637910263567714,252,0.0005740802755585323,55,0.000521006015251267
579,important,307,0.0005637910263567714,245,0.0005581336012374619,62,0.0005873158717377919
1465,didnt,307,0.0005637910263567714,286,0.0006515355508323025,21,0.00019892956945957466
255,too,305,0.0005601181206476068,226,0.0005148497709374139,79,0.0007483540946336381
592,administration,303,0.0005564452149384421,288,0.0006560917434954654,15,0.0001420925496139819
253,here,302,0.0005546087620838598,153,0.000348548738731966,149,0.001411452659498887
467,another,300,0.0005509358563746951,257,0.0005854707572164397,43,0.0004073319755600815
630,stop,300,0.0005509358563746951,237,0.0005399088305848101,63,0.000596788708378724
306,give,298,0.0005472629506655305,204,0.00046473165164262134,94,0.0008904466442476199
5300,totally,298,0.0005472629506655305,297,0.0006765946104796988,1,9.472836640932127e-06
199,fight,297,0.0005454264978109482,192,0.0004373944956636436,105,0.0009946478472978733
512,dollars,297,0.0005454264978109482,283,0.0006447012618375581,14,0.0001326197129730498
9560,collusion,296,0.0005435900449563659,296,0.0006743165141481173,0,0
193,believe,295,0.0005417535921017836,184,0.00041916972501099183,111,0.001051484867143466
259,families,295,0.0005417535921017836,135,0.00030754300476349946,160,0.0015156538625491402
494,record,295,0.0005417535921017836,262,0.000596861238874347,33,0.0003126036091507602
35,tonight,293,0.0005380806863926189,223,0.0005080154819426694,70,0.0006630985648652489
2330,washington,292,0.0005362442335380366,248,0.0005649678902322064,44,0.0004168048122010136
8085,corrupt,292,0.0005362442335380366,292,0.0006652041288217913,0,0
611,put,290,0.0005325713278288719,220,0.000501181192947925,70,0.0006630985648652489
691,everyone,290,0.0005325713278288719,225,0.0005125716746058324,65,0.0006157343816605883
859,making,289,0.0005307348749742897,211,0.0004806783259636917,78,0.0007388812579927059
8108,fbi,289,0.0005307348749742897,289,0.0006583698398270469,0,0
700,doesnt,288,0.0005288984221197073,233,0.0005307964452584842,55,0.000521006015251267
7992,radical,288,0.0005288984221197073,288,0.0006560917434954654,0,0
189,countries,287,0.000527061969265125,278,0.0006333107801796507,9,8.525552976838915e-05
3441,looking,287,0.000527061969265125,274,0.0006241983948533248,13,0.00012314687633211766
153,stand,286,0.0005252255164105427,155,0.00035310493139512896,131,0.0012409415999621086
357,since,285,0.0005233890635559604,202,0.0004601754589794584,83,0.0007862454411973666
623,thats,285,0.0005233890635559604,170,0.0003872763763688511,115,0.0010893762137071947
1298,court,284,0.000521552610701378,267,0.0006082517205322544,17,0.00016103822289584616
1362,think,284,0.000521552610701378,223,0.0005080154819426694,61,0.0005778430350968597
3116,soon,284,0.000521552610701378,279,0.0006355888765112322,5,4.736418320466063e-05
236,agree,283,0.0005197161578467958,92,0.00020958486250549592,191,0.0018093117984180362
1225,thing,282,0.0005178797049922134,202,0.0004601754589794584,80,0.0007578269312745701
8366,@foxandfriends,282,0.0005178797049922134,282,0.0006424231655059766,0,0
4847,numbers,280,0.0005142067992830488,275,0.0006264764911849063,5,4.736418320466063e-05
908,report,279,0.0005123703464284665,267,0.0006082517205322544,12,0.00011367403969118553
4552,romney,279,0.0005123703464284665,14,3.1893348642140685e-05,265,0.0025103017098470136
519,reform,278,0.0005105338935738841,74,0.00016857912853702933,204,0.001932458674750154
707,government,278,0.0005105338935738841,216,0.0004920688076215991,62,0.0005873158717377919
2247,second,277,0.0005086974407193019,254,0.0005786364682216952,23,0.00021787524274143893
1346,immigration,276,0.0005068609878647195,199,0.000453341169984714,77,0.0007294084213517738
4124,amendment,276,0.0005068609878647195,270,0.0006150860095269989,6,5.6837019845592764e-05
246,nation,275,0.0005050245350101372,172,0.0003918325690320141,103,0.0009757021740160091
1382,story,275,0.0005050245350101372,240,0.0005467431195795545,35,0.0003315492824326244
495,under,274,0.0005031880821555549,231,0.0005262402525953213,43,0.0004073319755600815
1606,then,274,0.0005031880821555549,235,0.0005353526379216472,39,0.00036944062899635295
9294,impeachment,274,0.0005031880821555549,274,0.0006241983948533248,0,0
167,high,272,0.0004995151764463902,242,0.0005512993122427175,30,0.0002841850992279638
736,family,271,0.000497678723591808,170,0.0003872763763688511,101,0.0009567565007341448
141,im,268,0.000492169365028061,130,0.00029615252310559204,138,0.0013072514564486336
1039,order,266,0.0004884964593188963,262,0.000596861238874347,4,3.789134656372851e-05
1247,including,264,0.00048482355360973174,252,0.0005740802755585323,12,0.00011367403969118553
411,wrong,263,0.00048298710075514944,243,0.0005535774085742989,20,0.00018945673281864253
3862,york,260,0.0004774777421914025,249,0.0005672459865637879,11,0.0001042012030502534
6866,vets,260,0.0004774777421914025,258,0.0005877488535480211,2,1.8945673281864254e-05
654,real,259,0.00047564128933682014,198,0.0004510630736531325,61,0.0005778430350968597
9044,hillary,259,0.00047564128933682014,259,0.0005900269498796026,0,0
1289,place,257,0.0004719683836276555,214,0.0004875126149584361,43,0.0004073319755600815
877,illegal,256,0.0004701319307730732,251,0.0005718021792269508,5,4.736418320466063e-05
291,plan,254,0.00046645902506390854,74,0.00016857912853702933,180,0.001705110595367783
10101,mueller,254,0.00046645902506390854,254,0.0005786364682216952,0,0
245,live,253,0.00046462257220932624,104,0.00023692201848447364,149,0.001411452659498887
5691,wonderful,253,0.00046462257220932624,251,0.0005718021792269508,2,1.8945673281864254e-05
1119,same,252,0.00046278611935474394,188,0.0004282821103373177,64,0.0006062615450196561
1490,while,252,0.00046278611935474394,213,0.00048523451862685465,39,0.00036944062899635295
21,next,250,0.0004591132136455793,165,0.00037588589471094374,85,0.0008051911144792308
2624,true,247,0.00045360385508183234,238,0.0005421869269163916,9,8.525552976838915e-05
273,justice,246,0.00045176740222725004,223,0.0005080154819426694,23,0.00021787524274143893
5115,hoax,246,0.00045176740222725004,244,0.0005558555049058804,2,1.8945673281864254e-05
651,meeting,245,0.0004499309493726677,232,0.0005285183489269027,13,0.00012314687633211766
4530,florida,243,0.0004462580436635031,227,0.0005171278672689954,16,0.00015156538625491403
1017,off,241,0.00044258513795433844,173,0.0003941106653635956,68,0.0006441528915833846
1397,john,241,0.00044258513795433844,230,0.0005239621562637398,11,0.0001042012030502534
4533,mexico,240,0.00044074868509975614,237,0.0005399088305848101,3,2.8418509922796382e-05
157,show,239,0.0004389122322451738,190,0.00043283830300048067,49,0.0004641689954056742
1355,incredible,239,0.0004389122322451738,232,0.0005285183489269027,7,6.63098564865249e-05
744,open,238,0.0004370757793905915,209,0.00047612213330052876,29,0.0002747122625870317
2055,votes,235,0.00043156642082684454,213,0.00048523451862685465,22,0.0002084024061005068
3780,korea,235,0.00043156642082684454,234,0.0005330745415900657,1,9.472836640932127e-06
1188,days,234,0.0004297299679722622,132,0.000300708715768755,102,0.000966229337375077
1529,political,232,0.0004260570622630976,221,0.0005034592892795064,11,0.0001042012030502534
1869,through,232,0.0004260570622630976,202,0.0004601754589794584,30,0.0002841850992279638
170,future,231,0.00042422060940851524,144,0.0003280458717477327,87,0.000824136787761095
2060,companies,229,0.00042054770369935065,171,0.00038955447270043263,58,0.0005494245251740634
1512,pm,228,0.0004187112508447683,207,0.0004715659406373658,21,0.00019892956945957466
3501,massive,228,0.0004187112508447683,224,0.000510293578274251,4,3.789134656372851e-05
4535,pennsylvania,228,0.0004187112508447683,223,0.0005080154819426694,5,4.736418320466063e-05
4168,cuts,226,0.0004150383451356037,156,0.00035538302772671044,70,0.0006630985648652489
791,protect,225,0.00041320189228102134,188,0.0004282821103373177,37,0.0003504949557144887
8035,book,224,0.00041136543942643905,224,0.000510293578274251,0,0
484,home,223,0.00040952898657185675,152,0.00034627064240038455,71,0.000672571401506181
261,millions,222,0.0004076925337172744,133,0.00030298681210033646,89,0.0008430824610429593
511,billion,222,0.0004076925337172744,184,0.00041916972501099183,38,0.00035996779235542085
955,such,222,0.0004076925337172744,218,0.000496625000284762,4,3.789134656372851e-05
3948,senator,222,0.0004076925337172744,209,0.00047612213330052876,13,0.00012314687633211766
8304,nancy,222,0.0004076925337172744,222,0.0005057373856110879,0,0
415,cut,221,0.0004058560808626921,131,0.0002984306194371735,90,0.0008525552976838915
1138,does,221,0.0004058560808626921,179,0.0004077792433530844,42,0.0003978591389191493
665,times,220,0.0004040196280081098,191,0.00043511639933206214,29,0.0002747122625870317
712,happen,218,0.00040034672229894515,197,0.00044878497732155103,21,0.00019892956945957466
8166,pelosi,218,0.00040034672229894515,218,0.000496625000284762,0,0
137,fighting,217,0.00039851026944436285,134,0.00030526490843191793,83,0.0007862454411973666
408,tell,216,0.0003966738165897805,88,0.00020047247717917,128,0.0012125230900393122
